Date,variable,Actual,var,varmlp,bigvar,szbvar,szbvarnnx,szbvar_finetuned,tvar,bsvar,msvar,VES,VGARCH,Nbeatsx,LGBM,DTS_CB,DTS_XGB,NHITS,TSMixer,BRNN,XGB,CatBoost,TiDE,TFT,varnnx,SZBVAR_Nbeats_LGBM,BSVAR_SZBVAR_TVAR,LSTNetx,WLSTNetx
4/1/22,Unemploymentrate,7.2,7.481774458,7.397683657,9.532817337,7.455302972,7.647817991,7.37334032,7.353838046,7.4,9.241843236,7.106763182,7.441255226,7.525660656,7.402731146,8.184557,7.209712,7.76035999,8.505294381,9.651580985,7.286055,8.425891916,7.93602089,9.539686471,7.519601678,7.461231591,7.403047006,7.49018,8.535025187
5/1/22,Unemploymentrate,7.1,7.576466001,7.399487313,9.526726989,7.499926077,8.514972538,7.345300235,7.268850891,7.5,9.272258567,6.805181365,7.467469422,11.22589296,7.357161918,8.253204,7.1142774,7.467127821,8.751801164,9.6331835,7.367261,8.16488102,9.480838603,8.809729563,7.361111484,8.694326985,7.422925656,7.436154,8.585521221
6/1/22,Unemploymentrate,7,7.656027749,7.400355694,9.521236979,7.532603166,9.057203805,7.310582524,7.093207185,7.45,9.26047414,6.646303481,7.493546941,10.11751955,7.527823644,8.212826,7.6406317,7.443841349,8.685682205,9.61663072,7.075189,8.157718264,7.711959433,9.751345046,7.716053229,8.392648787,7.35860345,7.486356,8.537139377
7/1/22,Unemploymentrate,7.1,7.694166622,7.402165518,9.515729973,7.533514447,8.837525311,7.265223887,6.848650529,7.475,9.111200906,6.562604198,7.519488495,6.381795597,7.841592658,8.49787,7.0344696,7.594280121,8.75824609,9.602774214,7.920943,8.390801578,8.294639674,9.731264412,7.740905445,7.252300901,7.285721659,7.447375,8.692315264
8/1/22,Unemploymentrate,7.6,7.711303784,7.404107868,9.50989632,7.51733805,7.391879108,7.219729436,6.586268793,7.4625,9.51409623,6.518510143,7.545294793,6.702349486,8.134840436,8.225931,7.1735764,8.171983937,9.281599777,9.593358436,8.456269,8.765688785,10.07636535,9.933812238,7.600395661,7.451509324,7.188702281,7.3278947,9.062371546
9/1/22,Unemploymentrate,7.2,7.718161805,7.405919995,9.503115813,7.51748565,6.1622589,7.17776111,6.365850878,7.46875,9.515420603,6.495280726,7.57096654,7.185621567,7.881811568,8.543445,8.291241,7.788485995,9.114113183,9.579230555,7.792695,8.941901961,7.961124596,8.13478095,7.823263682,7.528306262,7.117362176,7.3074694,8.738834988
10/1/22,Unemploymentrate,7.4,7.73822329,7.407731861,9.494456729,7.508462996,7.959098861,7.146791768,6.233216863,7.465625,9.527479172,6.483043115,7.596504438,7.500072115,8.058086692,8.496383,7.871133,7.842618982,8.932269928,9.564358923,7.9243355,8.484841588,7.375373657,10.02447802,7.662793861,7.688873934,7.06910162,7.3447943,9.129999937
11/1/22,Unemploymentrate,7.3,7.763150922,7.409543727,9.484532446,7.527924439,9.326747847,7.139901204,6.203203893,7.4671875,9.466190818,6.476596156,7.621909185,9.523853884,8.083173117,8.479449,7.7162623,7.74447035,8.910485279,9.5493483,7.794056,8.643967765,7.812639938,8.788297274,7.657364227,8.378317147,7.066105277,7.435334,8.84015768
12/1/22,Unemploymentrate,7.3,7.770191971,7.411355592,9.473958243,7.504970429,9.430689619,7.122337583,6.257279709,7.46640625,9.555514143,6.4731998,7.647181475,6.875455136,8.281829266,8.455189,8.802183,7.286512842,9.424144531,9.535789226,8.725535,8.554379543,8.855655021,10.01442413,7.732963729,7.554084944,7.076218796,7.746491,9.040158732
1/1/23,Unemploymentrate,7.4,7.777532768,7.412953469,9.463351303,7.478462856,7.724872418,7.103653781,6.354049424,7.466796875,9.553636755,6.471410548,7.672321998,10.16453559,8.288385845,8.901343,8.791008,7.491945739,9.752278078,9.521885493,8.337782,8.546931391,8.816916268,8.667425493,7.769900665,8.643794764,7.099769718,8.161729,8.893993567
2/1/23,Unemploymentrate,7.2,7.759298244,7.414821671,9.453021121,7.43571311,7.622390042,7.075503992,6.446193204,7.466601563,9.561247002,6.470467943,7.697331442,8.760303234,8.579855796,9.038403,9.20014,8.505502005,9.800610277,9.507855157,8.635719,8.867017565,8.461228541,7.92249623,7.640833801,8.258624047,7.116169292,8.4123745,8.980032687
