Date,variable,Actual,var,varmlp,bigvar,szbvar,szbvarnnx,szbvar_finetuned,tvar,bsvar,msvar,VES,VGARCH,Nbeatsx,LGBM,DTS_CB,DTS_XGB,NHITS,TSMixer,BRNN,XGB,CatBoost,TiDE,TFT,varnnx,SZBVAR_Nbeats_LGBM,BSVAR_SZBVAR_TVAR,LSTNetx,WLSTNetx
4/1/23,Unemploymentrate,3.8,3.538647066,3.685857927,5.786865672,3.7005563,3.294553291,3.682255905,3.588243235,3.7,4.162710041,3.55240174,3.627850749,1.653741026,3.85225524,4.120923,3.6385589,6.902830909,4.467115358,5.915871276,3.65071,3.890198293,4.336172007,8.633658069,3.535434145,3.068850855,3.662933178,3.8230956,4.959562966
5/1/23,Unemploymentrate,4.1,3.467370494,3.671571826,5.778468256,3.72469272,2.902591782,3.685326753,3.763874424,3.9,4.263808702,3.535139184,3.627850701,3.192674842,3.845248784,4.2851257,3.8051052,8.085982179,4.329151923,5.90888475,3.7042725,3.912927719,4.974614674,6.953062323,3.442338219,3.587538782,3.796189048,3.9784217,5.581645394
6/1/23,Unemploymentrate,4.3,3.448145975,3.657112143,5.769448758,3.731427318,2.932678849,3.674981117,3.987835029,3.8,4.391288575,3.518293267,3.627850654,6.617016509,3.876869225,4.21602,3.621819,8.405443872,4.367674343,5.898237221,3.7380135,3.968602017,6.1999625,8.191392538,3.479540341,4.741771017,3.839754116,4.159994,5.646560879
7/1/23,Unemploymentrate,4.4,3.446936309,3.64313903,5.760402336,3.755455698,3.4662413,3.681466786,4.080417393,3.85,3.793149535,3.501853934,3.627850606,3.037715861,3.89076186,4.405243,3.6638703,8.186225388,4.69586566,5.8805309,3.9856586,4.082497666,5.480969648,7.821749194,3.507215189,3.56131114,3.89529103,4.194081,5.638806686
8/1/23,Unemploymentrate,4.2,3.445506313,3.628576053,5.751030403,3.76044266,3.347213919,3.669738068,4.030530961,3.825,4.495096888,3.48581137,3.627850559,6.734428379,4.154055108,4.671526,3.6547236,7.039645994,4.873675478,5.847712395,4.1550126,4.257081326,4.15137041,7.518722892,3.428641097,4.882975382,3.871991207,4.3851337,6.109939983
9/1/23,Unemploymentrate,4.1,3.437843741,3.614007115,5.742227509,3.767844518,3.668016412,3.662915613,3.970350005,3.8375,4.424869791,3.470156,3.627850511,6.233987804,4.294845831,4.7374334,3.7909565,7.93902283,5.298877081,5.847004172,4.065942,4.410123025,6.636803415,4.578071931,3.445241209,4.765559384,3.858564841,4.397435,5.174021307
10/1/23,Unemploymentrate,4,3.439398039,3.599434163,5.733995352,3.790118187,4.38047432,3.672803003,3.804162662,3.83125,5.048128724,3.45487848,3.627850464,4.573516444,4.575641981,4.853105,3.9349298,7.88326285,5.054735759,5.827476968,4.8723555,4.500305125,4.84692669,7.429461229,3.451829397,4.313092204,3.808510283,4.575293,5.418519571
11/1/23,Unemploymentrate,3.8,3.451973186,3.584859692,5.726932652,3.810939738,3.14068122,3.681069187,3.623168828,3.834375,3.683355057,3.439969688,3.627850416,6.850238309,4.582244194,4.9493594,3.959343,7.875432515,4.94118257,5.817673339,4.961572,4.488660722,6.935639413,5.833589858,3.455093866,5.081140747,3.756161189,4.5711226,5.570206885
12/1/23,Unemploymentrate,4,3.460107928,3.570276759,5.719550361,3.836732776,4.874755167,3.690142891,3.723129027,3.8328125,4.984232105,3.425420727,3.627850369,5.196286196,4.882154018,4.742881,3.94585,7.624202673,4.683516066,5.800067248,4.6659527,4.77661075,6.346498442,7.533537079,3.50025041,4.638390997,3.797558101,4.6064405,5.359818633
1/1/24,Unemploymentrate,4.2,3.506678025,3.555693546,5.712146034,3.881101464,3.849565518,3.72640494,4.06084189,3.83359375,4.113432455,3.411222911,3.627850321,3.955762957,5.26395423,4.822027,3.9411066,9.515118884,4.585995998,5.780971274,4.494709,4.67763243,4.641694901,5.926963469,3.521116915,4.36693955,3.925179035,4.697111,5.67270505
2/1/24,Unemploymentrate,4.3,3.525108315,3.541110133,5.704421097,3.896297972,3.781377175,3.725687745,4.25651956,3.833203125,6.170673011,3.397367765,3.627850274,2.906531724,5.503884109,4.6993093,3.8862457,8.585731828,4.6463386,5.764367931,4.482594,4.67949134,6.932432196,4.344729349,3.549250421,4.102237935,3.995340219,4.7773914,5.527653305
3/1/24,Unemploymentrate,4.3,3.539129943,3.526526573,5.6966731,3.940454553,3.906450508,3.755466546,4.391362726,3.833398438,3.023253918,3.383847019,3.627850226,4.732489869,5.374387966,4.6265106,4.0954475,7.572671962,4.684868871,5.754448646,5.472352,4.555263583,7.379114917,7.448443271,3.542237356,4.682444129,4.055071906,4.5708675,5.60930934
4/1/23,RealbroadEER,105.01,102.593184,103.0671402,113.4963881,103.1372183,103.2358338,102.9774026,101.5454237,103.09,105.8690115,104.015827,103.2195497,109.7127701,102.6392041,104.59779,102.830414,96.54490219,110.9613036,36.73638258,102.40716,104.9236903,103.7312484,98.38049207,101.950577,105.1630642,102.5908807,103.110695,109.4609534
5/1/23,RealbroadEER,106.86,102.3496417,103.0474403,113.5151832,103.132175,103.2629813,102.7534436,99.87090857,102.15,103.4567795,104.0062748,103.2770947,112.7818292,101.3824007,103.485115,100.65808,98.61574225,111.1937463,37.58821653,99.8418,103.7425754,108.6320002,107.0672465,102.3066589,105.7654683,101.7176945,101.490105,111.5110758
6/1/23,RealbroadEER,108.87,101.787674,103.0315591,113.5351987,103.1601173,103.2199274,102.5879631,98.15443184,102.62,103.0979892,103.9985447,103.334235,110.0404078,100.8213351,103.99078,101.76951,98.84188193,112.3100194,37.29902449,100.97873,103.3546258,109.3899901,107.1761291,101.7901477,104.6739534,101.3115164,100.83281,111.046193
7/1/23,RealbroadEER,109.19,101.3268372,103.0049911,113.5579307,103.0711023,103.0956925,102.2997353,97.39142527,102.385,106.6470395,103.9922891,103.3909734,105.7616158,101.5792497,103.59949,103.192215,97.59485853,112.5082784,37.21799615,102.79615,104.0648829,114.2905469,103.7521769,101.3118274,103.4706559,100.9491759,101.09982,112.1615937
8/1/23,RealbroadEER,108.78,100.9901964,102.9913357,113.5772081,103.2337945,103.2736472,102.2535712,99.95741916,102.5025,106.2231507,103.9872269,103.4473128,111.010239,101.581738,102.61318,103.494705,97.33872737,108.5009433,37.60576159,101.30465,102.953311,109.4105716,90.6952424,101.3540878,105.2752572,101.8979046,100.545494,111.3437905
9/1/23,RealbroadEER,108.1,100.6113336,102.9778103,113.5948117,103.2195625,103.26164,102.040686,102.3920666,102.44375,106.0259771,103.9831302,103.5032559,109.9447251,102.1948959,104.18678,101.77395,98.03559104,106.4696435,37.20835589,99.291916,103.1033534,107.8252457,95.02254622,100.8566622,105.1197278,102.6851264,100.11232,110.2367645
10/1/23,RealbroadEER,106.84,99.98642034,102.9643724,113.6145275,102.8714661,103.4423236,101.4691702,98.67525002,102.473125,102.0799381,103.979815,103.5588055,113.0457516,100.5646794,104.202835,101.40436,97.22519803,104.6088245,37.22673592,100.34561,103.3860914,105.7889328,98.74848391,100.2604166,105.4939657,101.339947,100.58847,108.3322704
11/1/23,RealbroadEER,107.17,99.34232715,102.9509676,113.6375858,102.5931254,103.6161705,100.937865,100.0616474,102.4584375,111.9089412,103.9771322,103.6139644,109.2382958,101.4092466,103.76707,101.60991,94.95321963,102.3484507,36.8878314,101.50476,102.244731,101.8813369,98.17107099,99.83883937,104.4135559,101.7044034,100.64002,108.3364617
12/1/23,RealbroadEER,108.35,98.87342031,102.9377484,113.6609219,102.5823936,101.7950273,100.6093171,96.6516348,102.4657813,103.564255,103.9749612,103.6687353,109.5967413,102.5052099,104.51471,103.0345,93.24810559,102.7614678,37.57327956,104.05292,104.3199356,97.92891438,98.86562362,99.2798802,104.8947816,100.5666032,100.40561,108.47137
1/1/24,RealbroadEER,108.34,97.76927525,102.9245352,113.685253,101.6686506,101.2626475,99.33421086,92.47816309,102.4621094,112.1075935,103.9732043,103.723121,111.4391962,102.4271603,104.865036,102.613144,94.9965162,100.1703075,37.34231312,101.78014,104.1705539,99.65999279,98.56006347,97.97541725,105.1783357,98.86964103,100.52501,108.8035541
2/1/24,RealbroadEER,108.49,97.36155832,102.9113265,113.7075075,101.8730849,101.050984,99.22095274,93.31611373,102.4639453,96.17176051,103.9717825,103.7771243,111.4987168,102.753321,103.43831,102.532036,95.78009422,100.604299,37.31338365,100.26792,103.9715837,98.52070736,98.02953215,97.7507107,105.3750409,99.21771464,100.384575,108.0496785
3/1/24,RealbroadEER,109.08,96.75668768,102.8981209,113.7306344,101.608224,100.8094755,98.60149362,95.62287545,102.4630273,122.9416169,103.9706319,103.8307476,108.2069921,103.3160426,103.4996,102.92561,94.83657244,100.1185961,37.16117776,104.69534,104.7728864,105.3963971,91.83794758,96.97078303,104.3770862,99.89804225,99.98343,108.2627005
4/1/23,ShorttermIR,4.52,4.35675156,4.318598683,3.09358209,4.516047875,4.190702785,4.414233907,4.284335057,4.33,3.707755568,1.100561676,4.352800268,1.271912791,3.757974067,3.2603736,3.5560288,5.993050921,3.403237937,3.015289467,3.948696,3.47928849,5.606250169,1.230846969,4.405447935,3.181978244,4.376794311,4.4491415,2.443807415
5/1/23,ShorttermIR,4.73,4.32437904,4.308378675,3.082577857,4.688175199,4.535429147,4.461043043,4.298768175,4.21,4.065263893,1.182513982,4.352800246,1.099987241,3.651079227,2.948687,3.587681,6.241468955,3.396823252,2.995605201,4.0559864,3.259251469,6.227609546,1.965434495,4.370490545,3.146413889,4.398981125,4.3366165,2.343174016
6/1/23,ShorttermIR,5.09,4.29115906,4.299579019,3.071749731,4.899060701,4.381778251,4.55507612,4.305966445,4.27,3.950978586,1.250125307,4.352800225,1.773396416,3.56335893,3.1491258,3.542967,5.582130401,3.5202505,2.978228736,4.4393215,3.097988975,3.463962057,3.481532769,4.363364587,3.411938682,4.491675715,4.184259,1.872147909
7/1/23,ShorttermIR,5.49,4.25748219,4.286797581,3.06038182,5.08190159,5.11379043,4.614888985,4.271125321,4.24,4.644014328,1.305905206,4.352800203,1.408483751,3.649899,3.069179,3.0966167,4.508108626,3.196149213,2.96335889,4.43767,3.144779539,2.714735344,2.967718976,4.350928237,3.38009478,4.53100897,4.2756147,2.436658579
8/1/23,ShorttermIR,5.53,4.24976332,4.278833749,3.048979975,5.318304525,5.394337357,4.725005092,4.42498754,4.255,3.395972467,1.35192408,4.352800181,-2.192755829,3.639919498,3.2998056,2.293289,4.685341621,2.796059775,2.949978251,5.1060658,3.197970991,6.305881203,1.45397897,4.253083042,2.255156065,4.666097355,4.314131,2.318549027
