Date,Variable,Ground Truth,SZBVAR,Lower,Upper,VAR,CatBoost,Nbeats
4/1/22,Unemploymentrate,3.2,2.991405326,2.836942006,3.191566607,2.86471476,3.989810866,5.488630434
5/1/22,Unemploymentrate,2.9,2.974346567,2.418684087,3.324520527,2.83379397,4.181535396,8.709149055
6/1/22,Unemploymentrate,2.9,2.948066676,2.189447884,3.880623974,2.78743274,4.137602375,6.873819437
7/1/22,Unemploymentrate,3.4,2.909287891,1.575148579,4.179535992,2.76555523,4.102800303,5.75658309
8/1/22,Unemploymentrate,3.1,2.848712857,0.75682143,4.107920507,2.73096876,4.320818682,4.466040858
9/1/22,Unemploymentrate,2.9,2.835789492,0.505636536,4.663600566,2.73862414,4.478399846,3.580107731
10/1/22,Unemploymentrate,3,2.783204648,0.175509144,4.865061065,2.68671205,4.417264282,3.747727833
11/1/22,Unemploymentrate,3,2.794222037,0.166049906,5.945578567,2.69456835,4.417900201,5.140564199
12/1/22,Unemploymentrate,2.9,2.749473063,0.026425488,6.77721783,2.66991846,4.111865397,4.209274426
1/1/23,Unemploymentrate,3.1,2.688114621,0.432163199,7.956603568,2.61463287,4.032199192,6.111262876
2/1/23,Unemploymentrate,3,2.612885527,0.084666104,8.375851142,2.54774593,4.579205069,4.525024257
3/1/23,Unemploymentrate,2.9,2.537180854,0.297832103,9.627995807,2.46962279,4.514353801,6.22563331
4/1/23,Unemploymentrate,3.1,2.44987638,0.375599752,10.20448428,2.39083019,4.392746269,5.361611083
5/1/23,Unemploymentrate,2.8,2.395583267,0.615752081,11.38944904,2.34900497,4.431242805,5.927903917
6/1/23,Unemploymentrate,3,2.349105134,0.920414749,12.59224975,2.30402977,4.30505049,4.365479365
7/1/23,Unemploymentrate,3,2.325194671,0.092787538,13.14888899,2.26290955,4.364557133,6.130510588
8/1/23,Unemploymentrate,3.2,2.268905781,2.098556249,16.14563759,2.19659429,4.521357347,6.849445843
9/1/23,Unemploymentrate,3,2.227250231,0.185723661,14.76218522,2.13310033,4.366651408,4.463105639
10/1/23,Unemploymentrate,3.2,2.185977585,0.143482622,15.63840174,2.08241662,4.422869247,5.624694736
11/1/23,Unemploymentrate,3.1,2.142034635,0.13120973,16.4936422,2.03655431,4.162234088,3.827050327
12/1/23,Unemploymentrate,2.9,2.165351315,0.321207701,18.01092264,2.03736302,4.181440749,6.754671665
1/1/24,Unemploymentrate,3.2,2.175755246,0.008114481,18.90957916,2.04595405,4.042809618,4.410449564
2/1/24,Unemploymentrate,3.6,2.122811834,0.415781118,20.67109953,2.03567058,4.140270667,6.513267716
3/1/24,Unemploymentrate,3.5,2.125661921,1.040673207,22.21825647,2.05693527,4.21916631,2.601006331
4/1/22,RealbroadEER,97.24,98.69360866,98.03660065,99.30374785,98.25955084,99.73124643,97.45938181
5/1/22,RealbroadEER,97.53,98.92723884,97.78894141,99.65749326,98.24711444,99.28592353,101.6510476
6/1/22,RealbroadEER,96.83,99.14889653,97.74421947,99.97104258,98.30530932,98.86405231,99.64147731
7/1/22,RealbroadEER,95.67,99.21681807,97.9310121,100.4653918,98.3239197,99.42899997,100.0758379
8/1/22,RealbroadEER,95.32,99.22526779,97.9753124,100.8653587,98.25125568,98.53286743,100.0703058
9/1/22,RealbroadEER,96.63,99.2295011,97.88995446,100.965043,98.20049685,98.94079907,101.15172
10/1/22,RealbroadEER,97.02,99.25907881,97.29914884,100.6183193,98.15355902,99.27608889,101.505808
11/1/22,RealbroadEER,97.93,99.33223237,97.26250307,100.9031561,98.1477837,99.19323949,96.39978254
12/1/22,RealbroadEER,98.17,99.2787655,96.96770132,100.8105976,98.05847489,99.254612,100.1093865
1/1/23,RealbroadEER,98.57,99.24021682,97.04065045,101.0437137,97.90017323,99.36813932,100.1902917
2/1/23,RealbroadEER,98.77,99.11859235,96.7122097,101.0696951,97.69081919,99.72272313,99.04680459
3/1/23,RealbroadEER,99.41,99.05751636,96.15524659,100.7541362,97.51924688,100.1100553,97.59568147
4/1/23,RealbroadEER,100.27,98.89029086,97.35690931,102.1849548,97.29426146,100.9406151,104.2397107
5/1/23,RealbroadEER,99.91,98.74244372,96.71657633,101.6370476,97.08994839,101.0798099,98.94338354
6/1/23,RealbroadEER,100.42,98.64849745,95.97250001,101.2174232,96.95293687,101.1876329,98.16599686
7/1/23,RealbroadEER,101.29,98.55059456,96.5174452,102.0539369,96.84547608,101.3401718,101.1929893
8/1/23,RealbroadEER,101.15,98.39170917,96.46947019,102.3035158,96.67041194,101.8312906,98.11668046
9/1/23,RealbroadEER,100.93,98.33339407,96.74890471,102.7572796,96.52349081,102.129417,99.99481229
10/1/23,RealbroadEER,100.5,98.2215247,95.86936844,102.1650555,96.37523621,101.5692456,101.9115657
11/1/23,RealbroadEER,100.54,98.00401258,94.97581534,101.5180403,96.17086386,101.5744099,99.90019859
12/1/23,RealbroadEER,100.32,97.99427347,94.78254457,101.6576097,96.12574802,101.9397543,99.87213547
1/1/24,RealbroadEER,100.39,97.98391138,94.20565035,101.3082863,96.10947527,101.2107188,99.651225
2/1/24,RealbroadEER,100,97.76217171,92.93971001,100.3590934,95.86404098,101.4789268,98.21390498
3/1/24,RealbroadEER,100.66,97.6873642,92.55028632,100.0739407,95.6820191,100.9391584,102.59653
4/1/22,ShorttermIR,-0.45,-0.508966788,-0.59698803,-0.411777815,-0.394816191,0.138443228,2.020197545
5/1/22,ShorttermIR,-0.39,-0.515222061,-0.641612738,-0.335863942,-0.290652156,0.188381137,1.968388081
6/1/22,ShorttermIR,-0.24,-0.510410638,-0.737948645,-0.219333929,-0.253596985,0.138177066,3.373176458
7/1/22,ShorttermIR,0.04,-0.497662828,-0.879839209,-0.026718789,-0.262792858,0.084678884,2.500112507
8/1/22,ShorttermIR,0.39,-0.469614947,-1.180915235,0.048512778,-0.284613694,0.130899719,1.165541038
9/1/22,ShorttermIR,1.01,-0.474842928,-1.195860904,0.444147039,-0.332522508,0.157164709,-0.396524248
10/1/22,ShorttermIR,1.43,-0.465259527,-1.621663616,0.536818777,-0.37461487,0.142262862,0.430895981
11/1/22,ShorttermIR,1.83,-0.485760367,-1.691219916,0.980828381,-0.436168012,0.15044384,2.009868049
12/1/22,ShorttermIR,2.06,-0.466260054,-1.687269467,1.56196613,-0.48064507,0.270939979,1.861540072
1/1/23,ShorttermIR,2.34,-0.436298031,-2.045859059,1.766324104,-0.501553179,0.195407133,-0.590614982
2/1/23,ShorttermIR,2.64,-0.400872054,-2.612544405,1.827826399,-0.507161911,0.206246288,0.781990236
3/1/23,ShorttermIR,2.91,-0.370314296,-3.104508925,1.909831685,-0.503861181,0.089330126,0.656128896
4/1/23,ShorttermIR,3.17,-0.331499271,-2.962318203,2.653716317,-0.493213308,-0.021646956,0.120494843
5/1/23,ShorttermIR,3.37,-0.305147116,-2.932680823,3.328394422,-0.488248636,0.112824098,1.048966246
6/1/23,ShorttermIR,3.54,-0.285203738,-4.3025359,2.576477655,-0.487235599,0.087464936,1.995013501
7/1/23,ShorttermIR,3.67,-0.285574641,-4.746444379,2.797290832,-0.50380458,0.141189699,1.214618203
8/1/23,ShorttermIR,3.78,-0.272519242,-5.563548544,2.66372592,-0.513581984,0.265475711,-0.066669356
9/1/23,ShorttermIR,3.88,-0.266560627,-4.702127449,4.231417244,-0.519846309,0.138538515,0.511654628
10/1/23,ShorttermIR,3.97,-0.257653455,-4.943326915,4.651537608,-0.527765261,0.169342759,-0.855441692
11/1/23,ShorttermIR,3.97,-0.255975957,-5.158114975,5.194109148,-0.541596225,0.127132222,0.589046703
12/1/23,ShorttermIR,3.93,-0.30304276,-5.394684524,5.713668201,-0.582510132,0.157211867,-0.747818026
1/1/24,ShorttermIR,3.93,-0.34430271,-5.465566283,6.433526335,-0.629741283,0.082505577,0.026085039
2/1/24,ShorttermIR,3.92,-0.363183327,-6.191157601,6.566748866,-0.655829528,0.192565737,-0.617113898
3/1/24,ShorttermIR,3.92,-0.426535324,-5.713938537,7.59963281,-0.698020134,0.054928604,-0.787530501
4/1/22,OilpriceGlobalWTI,101.99,104.9483891,101.9619178,108.7781226,110.2464128,76.78916953,91.54377952
5/1/22,OilpriceGlobalWTI,109.71,102.0535002,97.00599658,106.2459861,108.7821858,67.49718739,90.10772605
6/1/22,OilpriceGlobalWTI,114.68,98.68688636,94.191081,105.9313172,106.2145512,64.58659606,91.556122
7/1/22,OilpriceGlobalWTI,101.92,96.99558729,90.51113011,103.8438359,104.4880654,66.73981014,86.480526
8/1/22,OilpriceGlobalWTI,93.69,95.12871997,84.66716965,99.05958067,102.9073566,64.12372883,85.8709439
9/1/22,OilpriceGlobalWTI,84.4,95.27275715,88.1937508,103.8397366,102.8602844,65.73958258,88.38447788
10/1/22,OilpriceGlobalWTI,87.29,93.65488847,88.24281344,105.5706551,101.8553157,57.85863267,88.70045694
11/1/22,OilpriceGlobalWTI,84.08,93.70778997,85.38078545,103.1387405,101.977484,54.18226107,87.00515844
12/1/22,OilpriceGlobalWTI,76.58,93.21486404,79.75088135,99.23137964,102.0976558,53.0024565,81.36590004
1/1/23,OilpriceGlobalWTI,78.25,91.74935446,79.31213222,99.51082708,101.5721106,52.19720497,80.65774533
2/1/23,OilpriceGlobalWTI,77.03,90.91930975,78.75166474,98.7519428,101.2046099,52.83131797,84.12125039
