Date,Variable,Ground Truth,SZBVAR,Lower,Upper,VAR,CatBoost,Nbeats
5/1/23,CPIinflationrate,6.1,7.666230875,7.38043916,8.187179102,7.811358825,2.917711483,3.79311889
6/1/23,CPIinflationrate,6.38,7.830540445,7.211477385,8.657314275,8.017635537,2.451509458,-0.298582739
7/1/23,CPIinflationrate,6.16,7.890889386,6.826233295,9.094532259,8.135337788,2.57664329,5.813892619
8/1/23,CPIinflationrate,6.14,7.993961564,5.882358346,9.19706043,8.307310719,2.64407069,3.752280986
9/1/23,CPIinflationrate,4.53,8.125477538,5.033076137,9.375221291,8.503512751,2.600689873,0.628418498
10/1/23,CPIinflationrate,3.79,8.186522605,4.353313669,9.87032427,8.64150486,2.424805135,3.872547948
11/1/23,CPIinflationrate,3.17,8.25226467,4.341452317,11.03885977,8.78740232,2.421619459,3.611979259
12/1/23,CPIinflationrate,3.71,8.268864286,3.161236172,11.38920509,8.874696232,2.330436056,3.417696855
1/1/24,CPIinflationrate,2.89,8.29715182,1.497818948,11.21748277,8.967437352,2.289523206,2.170567609
2/1/24,CPIinflationrate,2.52,8.375385129,1.046242769,12.32430645,9.091783807,2.092035957,4.2902824
3/1/24,CPIinflationrate,2.15,8.327642403,-0.166052478,12.57468368,9.114103623,1.507343691,3.6796291
