Date,Variable,Ground Truth,SZBVAR,Lower,Upper,VAR,CatBoost,Nbeats
5/1/23,CPIinflationrate,7.85,8.987744471,8.647354061,9.465110141,8.829770925,5.518095904,6.515271233
6/1/23,CPIinflationrate,7.39,9.087342983,8.048105524,9.76990914,8.880382022,5.683164161,0.659644664
7/1/23,CPIinflationrate,6.44,9.148710019,7.546183379,10.4702199,8.927377791,6.328198077,3.029128349
8/1/23,CPIinflationrate,6.24,9.252999735,6.161549308,10.39724009,9.000930868,5.662056917,3.877886597
9/1/23,CPIinflationrate,6.38,9.35420991,6.137268517,11.62473719,9.086028922,5.450122532,1.300945599
10/1/23,CPIinflationrate,4.75,9.440555326,4.722903533,11.81459312,9.174730448,6.355502534,7.244680806
11/1/23,CPIinflationrate,4.17,9.535500185,3.969457647,12.77605569,9.26509032,5.852794627,1.035347737
12/1/23,CPIinflationrate,4.15,9.60348581,1.929790308,12.6384002,9.345578151,5.389585392,1.890389064
1/1/24,CPIinflationrate,4.17,9.691387528,1.875171794,14.34754749,9.419822962,5.643794158,2.543243437
2/1/24,CPIinflationrate,3.81,9.76975714,0.627142252,15.23550312,9.509322572,5.363515066,5.426502012
3/1/24,CPIinflationrate,3.79,9.796291034,-0.555337252,16.14960075,9.57585899,5.50444076,-0.674233963
