Date,Variable,Ground Truth,SZBVAR,Lower,Upper,VAR,CatBoost,Nbeats
4/1/23,Unemploymentrate,2.7,2.810289792,2.681910041,2.939823841,2.792957911,2.743780906,0.494100016
5/1/23,Unemploymentrate,2.7,2.843128182,2.577949147,3.423548724,2.793268693,2.842668374,-0.062562099
6/1/23,Unemploymentrate,2.6,2.848200411,1.990529504,3.601604666,2.788317602,2.939525447,6.468932343
7/1/23,Unemploymentrate,2.6,2.872808549,1.808551911,4.370674598,2.803908087,2.983287743,1.501816905
8/1/23,Unemploymentrate,2.7,2.871446084,1.15068973,4.412625103,2.793401015,3.066093825,3.720514416
9/1/23,Unemploymentrate,2.6,2.879969499,0.805656576,4.739391858,2.788728779,3.138650276,5.343252129
10/1/23,Unemploymentrate,2.5,2.908744164,1.099095986,5.843347078,2.810126309,3.088817365,0.947753
11/1/23,Unemploymentrate,2.4,2.928455559,0.121598916,5.617986677,2.811088309,2.935316031,7.713890413
12/1/23,Unemploymentrate,2.3,2.949329677,0.485462705,6.946791717,2.81689958,2.786751182,0.759475749
1/1/24,Unemploymentrate,2.4,2.996380213,2.058749137,9.597951833,2.831243031,2.707628316,0.272682506
2/1/24,Unemploymentrate,2.6,3.005088376,1.563220738,9.748189866,2.8242417,2.75307802,-1.221631007
3/1/24,Unemploymentrate,2.7,3.056206136,1.328073261,10.56456648,2.862424443,2.803910725,2.46725692
4/1/23,RealbroadEER,77.54,77.30181051,73.69684254,80.36762729,76.98741018,87.43963242,91.54962559
5/1/23,RealbroadEER,76.04,77.97433341,71.39593089,80.94812887,77.47814643,87.24086679,89.45585464
6/1/23,RealbroadEER,74.34,77.23941741,70.61603154,82.18768779,76.86919643,85.6722333,84.86132978
7/1/23,RealbroadEER,74.37,77.64514468,69.64490367,83.09083499,76.83845759,80.04188245,80.59083337
8/1/23,RealbroadEER,73.08,76.52578518,71.35855195,86.23664836,75.78096975,83.9594962,88.65285231
9/1/23,RealbroadEER,72.33,75.99370866,70.78660182,87.70954696,74.89155587,84.39766989,86.56503765
10/1/23,RealbroadEER,72.5,75.87592952,67.38659576,85.21945789,74.36670203,84.90837695,91.53189775
11/1/23,RealbroadEER,71.44,75.46941863,66.97463696,85.33438418,73.69675955,82.70791069,89.27424177
12/1/23,RealbroadEER,73.4,75.51732133,66.83351314,86.83338007,73.41745384,85.22766456,86.14317276
1/1/24,RealbroadEER,72.58,75.65615327,67.79449472,89.07114312,73.23140321,84.84894304,89.73304767
2/1/24,RealbroadEER,70.72,75.27946842,67.16035351,89.24123729,72.73614561,85.30267991,86.52726253
3/1/24,RealbroadEER,70.81,76.52003065,64.03779666,86.65126674,73.52138678,84.4922376,85.63148162
4/1/23,ShorttermIR,-0.07,-0.031293456,-0.074006038,0.044327867,-0.046171498,-0.016579772,0.118379624
5/1/23,ShorttermIR,-0.07,-0.037395383,-0.184812273,0.11391099,-0.062729807,-0.006686884,0.293569304
6/1/23,ShorttermIR,-0.08,-0.036402521,-0.327926379,0.283832042,-0.068295474,-0.008996269,0.644030242
7/1/23,ShorttermIR,-0.06,-0.03874461,-0.701258755,0.255792196,-0.067987318,0.004806525,2.693988488
8/1/23,ShorttermIR,-0.06,-0.037263436,-0.847885713,0.535131856,-0.069321014,-0.007077752,-2.691649452
9/1/23,ShorttermIR,-0.06,-0.035103563,-1.002459066,0.809758419,-0.063693055,-0.030735593,0.500120277
10/1/23,ShorttermIR,-0.02,-0.032531358,-1.050240776,1.327620105,-0.058790438,-0.017519006,0.938931757
11/1/23,ShorttermIR,-0.02,-0.028024373,-1.344676398,1.654408191,-0.051582286,-0.031644955,1.153637481
