Date,Variable,Ground Truth,SZBVAR,Lower,Upper,VAR,CatBoost,Nbeats
4/1/22,Unemploymentrate,3.3,4.136928363,3.752883124,4.634593359,3.44793266,4.725731491,9.484253445
5/1/22,Unemploymentrate,3.4,4.452972906,3.207167091,4.918362084,3.424813272,6.687849836,9.792857311
6/1/22,Unemploymentrate,3.8,4.691300274,3.113483666,6.378611557,3.641394611,5.930299005,8.175394131
7/1/22,Unemploymentrate,3.8,4.862240368,3.250110498,8.186997755,3.843445961,5.775524553,9.042615916
8/1/22,Unemploymentrate,3.8,4.930580897,1.927639659,8.291309143,3.903861615,5.816709492,9.895739789
9/1/22,Unemploymentrate,3.3,5.050444714,0.242485398,8.255645302,4.019634095,6.076344566,7.846576444
10/1/22,Unemploymentrate,3.4,5.140942503,0.133638798,9.437488661,4.030549746,5.785564765,8.791772508
11/1/22,Unemploymentrate,3.4,5.336936928,0.089495192,10.81515788,4.198067673,6.555868363,9.634855642
12/1/22,Unemploymentrate,3.3,5.376622873,0.278312099,12.27843975,4.183003512,6.616433436,8.598406776
1/1/23,Unemploymentrate,3.9,5.347639601,0.280940252,13.39894558,4.118681241,6.885545511,6.609855552
2/1/23,Unemploymentrate,3.9,5.256147885,0.041720594,14.24999398,4.059279352,6.622064298,7.584824414
3/1/23,Unemploymentrate,3.6,5.179387296,0.019898134,16.13459599,4.016514129,6.21600596,7.890175795
4/1/23,Unemploymentrate,3.1,5.017753986,0.091516889,18.06029224,3.954838696,6.399510062,8.304082914
5/1/23,Unemploymentrate,3.4,4.918595975,2.840489821,22.47311824,3.935489579,5.938078424,9.409532122
6/1/23,Unemploymentrate,3.8,4.855560681,1.51600591,22.14971942,3.9119611,5.733336904,10.46945487
7/1/23,Unemploymentrate,3.8,4.863140649,0.189549297,22.15494579,3.940887402,5.977066577,7.687825826
8/1/23,Unemploymentrate,3.9,4.760263875,0.344334209,23.9994626,3.85192825,6.431574317,9.054570935
9/1/23,Unemploymentrate,3.6,4.732467783,0.154948967,24.2982451,3.818069868,6.199913259,7.762786291
10/1/23,Unemploymentrate,3.6,4.674782576,0.240719655,25.41834898,3.801955052,6.374486362,8.623157434
11/1/23,Unemploymentrate,3.5,4.608349071,0.175086386,26.77159188,3.757718698,7.287022983,8.083612942
12/1/23,Unemploymentrate,3.5,4.727435972,0.039677876,27.39023205,3.832496115,6.866766525,9.571609488
1/1/24,Unemploymentrate,4.1,4.783548736,2.804498357,30.65620673,3.872165306,6.265908992,7.815462266
2/1/24,Unemploymentrate,4.2,4.656063292,4.304284158,32.49925919,3.799874842,6.78314777,7.62857539
3/1/24,Unemploymentrate,3.9,4.642327214,3.022011109,33.39075529,3.845503487,6.081556082,7.668346494
4/1/22,RealbroadEER,103.16,103.2547877,102.2873677,104.3189528,103.1608617,99.00455823,96.07388625
5/1/22,RealbroadEER,106.18,104.0716123,102.4801874,105.4207445,103.0340032,98.08732711,98.14950559
6/1/22,RealbroadEER,107.42,104.9535587,102.5698976,106.1642981,103.1205449,97.1319178,95.64133582
7/1/22,RealbroadEER,109.2,105.6728238,103.6347498,107.7022333,103.346046,96.63809128,98.56049849
8/1/22,RealbroadEER,108.69,106.4826622,104.2441923,108.8104773,103.7002137,96.47011342,97.16647876
9/1/22,RealbroadEER,111.26,106.8255646,104.9889583,109.7579015,103.6793159,96.29193684,97.08890525
10/1/22,RealbroadEER,112.99,107.5779339,105.0391915,110.2279708,103.813252,96.48443436,97.07518103
11/1/22,RealbroadEER,110.19,107.7982518,104.8134486,110.5152586,103.6401612,96.40487816,95.44086902
12/1/22,RealbroadEER,107.44,108.3173434,104.9589109,110.7837084,103.6017651,95.78048317,99.08420078
1/1/23,RealbroadEER,105.69,109.0239238,104.6759449,110.8875294,103.9101431,95.56582659,94.89944057
2/1/23,RealbroadEER,106.2,109.6978738,106.5022897,112.9282241,104.32699,95.23087198,94.64946023
3/1/23,RealbroadEER,106.83,110.5014823,107.0054752,113.6713893,104.8214081,93.61192957,96.53371935
4/1/23,RealbroadEER,105.96,111.228297,107.905315,114.9327912,105.2845329,94.89010913,97.12676211
5/1/23,RealbroadEER,106.76,111.7070791,107.689941,114.6893361,105.5032176,96.12204951,96.89417058
6/1/23,RealbroadEER,107.25,112.1990524,109.305897,116.808576,105.6040741,95.50903871,97.34917889
7/1/23,RealbroadEER,106.24,112.4454729,109.1499374,116.9980492,105.4685311,95.99136692,96.45108504
8/1/23,RealbroadEER,107.71,112.8990328,110.387316,118.314257,105.4905141,95.0824004,94.4940579
9/1/23,RealbroadEER,109.13,113.4034576,109.4721132,117.6123312,105.6563924,94.58315822,96.53617723
10/1/23,RealbroadEER,110.46,113.7979285,109.9991889,118.2983833,105.7552907,94.76360172,95.49002747
11/1/23,RealbroadEER,108.43,114.039713,109.5215264,118.1452685,105.6712519,93.37705152,96.40604484
12/1/23,RealbroadEER,106.66,114.039226,108.7402928,117.7506671,105.2625732,94.28149784,92.18084535
1/1/24,RealbroadEER,107.43,114.1693336,109.0560602,118.1451246,104.869695,94.92388509,94.34826568
2/1/24,RealbroadEER,108.05,114.5772285,109.6280905,118.5565698,104.9073403,93.96399327,93.70695408
3/1/24,RealbroadEER,108.39,114.7508891,110.2851578,119.6515127,104.9198802,94.15618914,94.6977531
4/1/22,ShorttermIR,0.91,0.691546947,0.521499363,0.823085285,0.853106607,1.593697272,2.491468602
5/1/22,ShorttermIR,1.33,0.667515856,0.469096072,0.894783396,0.8043398,1.516465389,1.284685353
6/1/22,ShorttermIR,1.87,0.673719133,0.465517837,1.010037693,0.717717145,1.475022428,1.585305639
7/1/22,ShorttermIR,2.5,0.711936562,0.459090098,1.081658097,0.631863982,1.353592301,1.55343177
8/1/22,ShorttermIR,2.76,0.800565438,0.388210226,1.125750492,0.589638166,1.364502111,1.508253697
9/1/22,ShorttermIR,3.21,0.810485845,0.293559671,1.209702424,0.49391671,1.548677044,0.090901792
10/1/22,ShorttermIR,3.85,0.875966031,0.413434644,1.599116962,0.4448424,1.591256926,0.977511063
11/1/22,ShorttermIR,4.46,0.840044449,0.110121082,1.709198366,0.32215928,1.512669936,-0.007559368
12/1/22,ShorttermIR,4.51,0.91509467,-0.072753644,1.970179793,0.280003571,1.498499873,1.967038445
1/1/23,ShorttermIR,4.61,1.029436011,-0.299807127,2.229418153,0.296801247,1.478659135,1.507918906
2/1/23,ShorttermIR,4.74,1.174086117,-0.110877486,2.872786828,0.344595917,1.51627797,1.465165781
3/1/23,ShorttermIR,4.91,1.314839283,-0.664288596,2.771632097,0.391443125,1.193735459,1.439124946
4/1/23,ShorttermIR,5.03,1.490919362,-0.59059816,3.269982119,0.452203837,1.389223412,0.311811825
5/1/23,ShorttermIR,5.15,1.615856392,-0.66144483,3.763309568,0.477170382,1.299039657,0.662681171
6/1/23,ShorttermIR,5.22,1.72308549,-0.650354017,4.350334871,0.484503731,1.513020806,0.637315615
7/1/23,ShorttermIR,5.35,1.782876516,-1.02343058,4.523899273,0.452099904,1.406681823,1.003149948
8/1/23,ShorttermIR,5.44,1.903153981,-1.635890561,4.429090006,0.470573492,1.549154608,1.857345189
9/1/23,ShorttermIR,5.49,1.991428593,-1.502484636,5.112012426,0.483337357,1.348762087,-1.616116752
10/1/23,ShorttermIR,5.46,2.086885273,-1.160156485,6.027135201,0.490256758,1.40224688,0.134304293
11/1/23,ShorttermIR,5.41,2.178248244,-2.106431085,5.621510691,0.492159229,1.453517979,-0.399101635
12/1/23,ShorttermIR,5.32,2.131472395,-2.426137691,5.757929211,0.395007366,1.59739399,0.944461768
1/1/24,ShorttermIR,5.26,2.106984077,-1.890623772,6.823061151,0.290667151,1.390617382,0.527987059
2/1/24,ShorttermIR,5.22,2.180945061,-2.116388087,7.270128416,0.265703293,1.44428333,0.789563055
3/1/24,ShorttermIR,5.29,2.145675884,-2.628665816,7.325828642,0.176753806,1.337604392,-1.304458452
4/1/22,OilpriceGlobalWTI,101.99,104.9088515,101.4955544,108.2625275,110.1026182,61.88052065,100.5389999
5/1/22,OilpriceGlobalWTI,109.71,101.947047,97.01187246,106.2818018,107.3660797,57.00807768,102.1201675
6/1/22,OilpriceGlobalWTI,114.68,98.33721645,93.22995403,105.3984134,103.8225841,52.63708183,103.296718
7/1/22,OilpriceGlobalWTI,101.92,96.90078837,89.97344616,103.7995987,102.4981171,56.85021876,103.474852
8/1/22,OilpriceGlobalWTI,93.69,94.93171973,86.33849723,101.7703367,101.6229689,56.00652488,101.704627
9/1/22,OilpriceGlobalWTI,84.4,94.84181678,88.30161995,104.8903476,102.3439033,54.77455874,103.1036338
10/1/22,OilpriceGlobalWTI,87.29,92.9872311,81.69090215,99.04934053,101.8043566,55.22178838,103.789717
11/1/22,OilpriceGlobalWTI,84.08,93.2988409,84.55538695,102.5004785,102.8831614,52.95196963,100.2846806
12/1/22,OilpriceGlobalWTI,76.58,93.29199124,84.1664798,103.0703277,103.870607,53.54721341,96.34868474
1/1/23,OilpriceGlobalWTI,78.25,92.24679822,81.93891019,101.4528983,104.164381,52.13297811,98.87759066
2/1/23,OilpriceGlobalWTI,77.03,91.466466,79.4819977,98.99891092,103.9712596,51.76262662,94.65891425
3/1/23,OilpriceGlobalWTI,73.35,89.51766508,80.7930201,101.4333308,102.4862655,50.22675554,96.23331208
4/1/23,OilpriceGlobalWTI,79.13,88.46605571,77.92761358,99.84739617,101.1620442,53.33808769,92.2004184
5/1/23,OilpriceGlobalWTI,71.67,88.5960153,78.27102184,100.0381578,100.871679,57.24118818,97.05292761
6/1/23,OilpriceGlobalWTI,70.31,88.17013415,78.15745926,101.2220447,100.5653582,57.36465524,94.07549692
7/1/23,OilpriceGlobalWTI,75.77,89.00138191,78.1695183,101.3039406,101.5039434,58.87701754,93.776478
8/1/23,OilpriceGlobalWTI,81.37,89.13677446,76.67800898,100.8121007,102.2555314,63.95558666,95.6892736
9/1/23,OilpriceGlobalWTI,89.24,88.50854475,75.20052387,99.0756969,102.4613963,61.80360288,96.34288546
10/1/23,OilpriceGlobalWTI,85.47,88.49035867,73.79689625,98.00894598,102.8011213,60.9823601,100.3890085
11/1/23,OilpriceGlobalWTI,77.58,89.82328092,76.20894339,100.605759,104.3012557,63.93821939,98.57482935
12/1/23,OilpriceGlobalWTI,72.02,90.74053477,79.00417298,104.5602892,106.0403896,61.96053928,97.90525466
1/1/24,OilpriceGlobalWTI,74,90.71060945,75.08984934,100.0076911,107.186027,64.97067523,100.1650246
