date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,OilpriceGlobalWTI,79.13,74.71374518,73.01313361,75.84654746
5/1/23,202305,OilpriceGlobalWTI,71.67,74.16729681,70.80861294,82.48421811
6/1/23,202306,OilpriceGlobalWTI,70.31,75.47857832,70.0857806,83.8563348
7/1/23,202307,OilpriceGlobalWTI,75.77,75.35183671,68.8370698,85.41024429
8/1/23,202308,OilpriceGlobalWTI,81.37,76.67920195,68.74873212,83.77987424
9/1/23,202309,OilpriceGlobalWTI,89.24,77.89955718,68.73893309,81.9250279
10/1/23,202310,OilpriceGlobalWTI,85.47,78.06472079,68.28379024,81.30747493
11/1/23,202311,OilpriceGlobalWTI,77.58,78.62317805,68.15867815,74.25308368
12/1/23,202312,OilpriceGlobalWTI,72.02,78.35998374,67.62700029,68.26114819
1/1/24,202401,OilpriceGlobalWTI,74,78.0746948,67.55260372,59.93715004
2/1/24,202402,OilpriceGlobalWTI,77.36,78.50979624,67.685868,58.78810495
3/1/24,202403,OilpriceGlobalWTI,81.41,76.72229783,66.02657165,60.51397534
