date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,CPIinflationrate,7.17,7.606947756,7.821518756,3.284244477
5/1/23,202305,CPIinflationrate,6.1,7.666230875,7.811358825,2.917711483
6/1/23,202306,CPIinflationrate,6.38,7.830540445,8.017635537,2.451509458
7/1/23,202307,CPIinflationrate,6.16,7.890889386,8.135337788,2.57664329
8/1/23,202308,CPIinflationrate,6.14,7.993961564,8.307310719,2.64407069
9/1/23,202309,CPIinflationrate,4.53,8.125477538,8.503512751,2.600689873
10/1/23,202310,CPIinflationrate,3.79,8.186522605,8.64150486,2.424805135
11/1/23,202311,CPIinflationrate,3.17,8.25226467,8.78740232,2.421619459
12/1/23,202312,CPIinflationrate,3.71,8.268864286,8.874696232,2.330436056
1/1/24,202401,CPIinflationrate,2.89,8.29715182,8.967437352,2.289523206
2/1/24,202402,CPIinflationrate,2.52,8.375385129,9.091783807,2.092035957
3/1/24,202403,CPIinflationrate,2.15,8.327642403,9.114103623,1.507343691
