date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,CPIinflationrate,5.88,5.748764705,5.686129618,2.982437432
5/1/23,202305,CPIinflationrate,5.12,5.753135672,5.721686523,2.953792726
6/1/23,202306,CPIinflationrate,4.53,5.822669035,5.797730722,2.999196633
7/1/23,202307,CPIinflationrate,4.29,5.837417844,5.849165726,2.758032183
8/1/23,202308,CPIinflationrate,4.86,5.88608208,5.881837748,2.040084523
9/1/23,202309,CPIinflationrate,4.9,5.933944677,5.95064128,1.598080062
10/1/23,202310,CPIinflationrate,3.98,5.983919368,6.04040302,1.495704097
11/1/23,202311,CPIinflationrate,3.47,6.031489169,6.098893113,1.10804452
12/1/23,202312,CPIinflationrate,3.71,6.045594247,6.128994897,1.296798194
1/1/24,202401,CPIinflationrate,3.13,6.096843933,6.210004839,1.305437705
2/1/24,202402,CPIinflationrate,2.96,6.139705195,6.246467247,1.491665663
3/1/24,202403,CPIinflationrate,2.29,6.116870169,6.265218624,1.106197569
