date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,CPIinflationrate,8.16,7.771388159,6.794167836,3.961875916
5/1/23,202305,CPIinflationrate,7.64,7.884508673,6.049201846,3.705179157
6/1/23,202306,CPIinflationrate,6.4,8.175794389,5.977378857,3.512702517
7/1/23,202307,CPIinflationrate,5.93,8.269800432,5.937911735,3.124709666
8/1/23,202308,CPIinflationrate,5.44,8.290769396,6.079036239,3.141353182
9/1/23,202309,CPIinflationrate,5.34,8.438841335,6.366730104,2.932962572
10/1/23,202310,CPIinflationrate,1.69,8.556090923,6.683054897,3.240640457
11/1/23,202311,CPIinflationrate,0.67,8.621729031,6.943776709,2.929647411
12/1/23,202312,CPIinflationrate,0.59,8.63552363,7.07951653,2.821557586
1/1/24,202401,CPIinflationrate,0.84,8.639414075,7.230572385,2.663450097
2/1/24,202402,CPIinflationrate,0.75,8.671228579,7.305250496,2.364236002
3/1/24,202403,CPIinflationrate,1.18,8.659019902,7.376030802,2.224946701
