date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,Unemploymentrate,3.8,3.682255905,3.538647066,3.890198293
5/1/23,202305,Unemploymentrate,4.1,3.685326753,3.467370494,3.912927719
6/1/23,202306,Unemploymentrate,4.3,3.674981117,3.448145975,3.968602017
7/1/23,202307,Unemploymentrate,4.4,3.681466786,3.446936309,4.082497666
8/1/23,202308,Unemploymentrate,4.2,3.669738068,3.445506313,4.257081326
9/1/23,202309,Unemploymentrate,4.1,3.662915613,3.437843741,4.410123025
10/1/23,202310,Unemploymentrate,4,3.672803003,3.439398039,4.500305125
11/1/23,202311,Unemploymentrate,3.8,3.681069187,3.451973186,4.488660722
12/1/23,202312,Unemploymentrate,4,3.690142891,3.460107928,4.77661075
1/1/24,202401,Unemploymentrate,4.2,3.72640494,3.506678025,4.67763243
2/1/24,202402,Unemploymentrate,4.3,3.725687745,3.525108315,4.67949134
3/1/24,202403,Unemploymentrate,4.3,3.755466546,3.539129943,4.555263583
