date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,RealbroadEER,77.54,77.30181051,76.98741018,87.43963242
5/1/23,202305,RealbroadEER,76.04,77.97433341,77.47814643,87.24086679
6/1/23,202306,RealbroadEER,74.34,77.23941741,76.86919643,85.6722333
7/1/23,202307,RealbroadEER,74.37,77.64514468,76.83845759,80.04188245
8/1/23,202308,RealbroadEER,73.08,76.52578518,75.78096975,83.9594962
9/1/23,202309,RealbroadEER,72.33,75.99370866,74.89155587,84.39766989
10/1/23,202310,RealbroadEER,72.5,75.87592952,74.36670203,84.90837695
11/1/23,202311,RealbroadEER,71.44,75.46941863,73.69675955,82.70791069
12/1/23,202312,RealbroadEER,73.4,75.51732133,73.41745384,85.22766456
1/1/24,202401,RealbroadEER,72.58,75.65615327,73.23140321,84.84894304
2/1/24,202402,RealbroadEER,70.72,75.27946842,72.73614561,85.30267991
3/1/24,202403,RealbroadEER,70.81,76.52003065,73.52138678,84.4922376
