date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,CPIinflationrate,2.42,1.225857669,1.474082779,0.943205198
5/1/22,202205,CPIinflationrate,2.41,1.246322162,1.496867964,1.093822039
6/1/22,202206,CPIinflationrate,2.31,1.243431437,1.457490588,1.204847684
7/1/22,202207,CPIinflationrate,2.61,1.251880627,1.387000614,1.559055829
8/1/22,202208,CPIinflationrate,3.01,1.229680187,1.322542453,1.538009728
9/1/22,202209,CPIinflationrate,3,1.280494359,1.326503237,1.505691388
10/1/22,202210,CPIinflationrate,3.8,1.26212457,1.348699191,1.265828392
11/1/22,202211,CPIinflationrate,3.8,1.328391596,1.384917127,1.222526581
12/1/22,202212,CPIinflationrate,4,1.330529157,1.393549332,1.098682671
1/1/23,202301,CPIinflationrate,4.39,1.299656525,1.361533443,0.613074098
2/1/23,202302,CPIinflationrate,3.28,1.264108232,1.2994128,0.321549093
3/1/23,202303,CPIinflationrate,3.26,1.214073322,1.255753461,0.511463992
4/1/23,202304,CPIinflationrate,3.55,1.163003863,1.189847708,0.318450541
5/1/23,202305,CPIinflationrate,3.24,1.153033932,1.191908673,0.35261718
6/1/23,202306,CPIinflationrate,3.34,1.141608859,1.216276645,0.050105554
7/1/23,202307,CPIinflationrate,3.32,1.169408296,1.260054539,-0.034602009
8/1/23,202308,CPIinflationrate,3.12,1.160800792,1.296857091,-0.131646345
9/1/23,202309,CPIinflationrate,3.01,1.155471491,1.279855373,-0.318485199
10/1/23,202310,CPIinflationrate,3.28,1.156788059,1.243133787,-0.200635058
11/1/23,202311,CPIinflationrate,2.89,1.17989086,1.251412019,-0.249120394
12/1/23,202312,CPIinflationrate,2.59,1.267277675,1.36950808,-0.182836156
1/1/24,202401,CPIinflationrate,2.1,1.334653115,1.4767927,-0.121022903
2/1/24,202402,CPIinflationrate,2.79,1.356836201,1.505031726,-0.11877844
3/1/24,202403,CPIinflationrate,2.68,1.441936767,1.550073782,0.16917373
