date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,CPIinflationrate,7.82,8.937474042,8.865827342,5.28389642
5/1/23,202305,CPIinflationrate,7.85,8.987744471,8.829770925,5.518095904
6/1/23,202306,CPIinflationrate,7.39,9.087342983,8.880382022,5.683164161
7/1/23,202307,CPIinflationrate,6.44,9.148710019,8.927377791,6.328198077
8/1/23,202308,CPIinflationrate,6.24,9.252999735,9.000930868,5.662056917
9/1/23,202309,CPIinflationrate,6.38,9.35420991,9.086028922,5.450122532
10/1/23,202310,CPIinflationrate,4.75,9.440555326,9.174730448,6.355502534
11/1/23,202311,CPIinflationrate,4.17,9.535500185,9.26509032,5.852794627
12/1/23,202312,CPIinflationrate,4.15,9.60348581,9.345578151,5.389585392
1/1/24,202401,CPIinflationrate,4.17,9.691387528,9.419822962,5.643794158
2/1/24,202402,CPIinflationrate,3.81,9.76975714,9.509322572,5.363515066
3/1/24,202403,CPIinflationrate,3.79,9.796291034,9.57585899,5.50444076
