date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,Unemploymentrate,2.7,2.648206524,2.660440214,2.846377235
5/1/22,202205,Unemploymentrate,2.8,2.685707153,2.673437759,2.913777051
6/1/22,202206,Unemploymentrate,2.7,2.724132691,2.699000728,2.874472848
7/1/22,202207,Unemploymentrate,2.5,2.737428783,2.709272415,2.98773976
8/1/22,202208,Unemploymentrate,2.6,2.748108497,2.722273956,2.925035844
9/1/22,202209,Unemploymentrate,2.7,2.750062517,2.716850839,2.884125361
10/1/22,202210,Unemploymentrate,2.6,2.76739323,2.734268864,2.938017962
11/1/22,202211,Unemploymentrate,2.4,2.773879793,2.730181686,3.028335662
12/1/22,202212,Unemploymentrate,2.3,2.770194803,2.722335468,3.03961448
1/1/23,202301,Unemploymentrate,2.4,2.77285442,2.730035091,2.929168261
2/1/23,202302,Unemploymentrate,2.5,2.766598424,2.727404759,2.963137582
3/1/23,202303,Unemploymentrate,2.8,2.776334375,2.742752105,3.041498383
4/1/23,202304,Unemploymentrate,2.7,2.769174534,2.737547954,3.053766191
5/1/23,202305,Unemploymentrate,2.7,2.75781239,2.71676515,3.057515948
6/1/23,202306,Unemploymentrate,2.6,2.753533936,2.710498961,3.207705501
7/1/23,202307,Unemploymentrate,2.6,2.741876047,2.690920913,3.175693993
8/1/23,202308,Unemploymentrate,2.7,2.731164115,2.676406386,3.146623941
9/1/23,202309,Unemploymentrate,2.6,2.734037072,2.688545718,3.018160728
10/1/23,202310,Unemploymentrate,2.5,2.72497914,2.682131868,3.01887402
11/1/23,202311,Unemploymentrate,2.4,2.703861563,2.654775127,3.039703514
12/1/23,202312,Unemploymentrate,2.3,2.710378201,2.65482298,3.004435312
1/1/24,202401,Unemploymentrate,2.4,2.724392012,2.666098684,3.015835808
2/1/24,202402,Unemploymentrate,2.6,2.735758918,2.678544732,2.867624119
3/1/24,202403,Unemploymentrate,2.7,2.764263441,2.707064402,3.049472602
