date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,Unemploymentrate,3.2,2.991405326,2.86471476,3.989810866
5/1/22,202205,Unemploymentrate,2.9,2.974346567,2.83379397,4.181535396
6/1/22,202206,Unemploymentrate,2.9,2.948066676,2.78743274,4.137602375
7/1/22,202207,Unemploymentrate,3.4,2.909287891,2.76555523,4.102800303
8/1/22,202208,Unemploymentrate,3.1,2.848712857,2.73096876,4.320818682
9/1/22,202209,Unemploymentrate,2.9,2.835789492,2.73862414,4.478399846
10/1/22,202210,Unemploymentrate,3,2.783204648,2.68671205,4.417264282
11/1/22,202211,Unemploymentrate,3,2.794222037,2.69456835,4.417900201
12/1/22,202212,Unemploymentrate,2.9,2.749473063,2.66991846,4.111865397
1/1/23,202301,Unemploymentrate,3.1,2.688114621,2.61463287,4.032199192
2/1/23,202302,Unemploymentrate,3,2.612885527,2.54774593,4.579205069
3/1/23,202303,Unemploymentrate,2.9,2.537180854,2.46962279,4.514353801
4/1/23,202304,Unemploymentrate,3.1,2.44987638,2.39083019,4.392746269
5/1/23,202305,Unemploymentrate,2.8,2.395583267,2.34900497,4.431242805
6/1/23,202306,Unemploymentrate,3,2.349105134,2.30402977,4.30505049
7/1/23,202307,Unemploymentrate,3,2.325194671,2.26290955,4.364557133
8/1/23,202308,Unemploymentrate,3.2,2.268905781,2.19659429,4.521357347
9/1/23,202309,Unemploymentrate,3,2.227250231,2.13310033,4.366651408
10/1/23,202310,Unemploymentrate,3.2,2.185977585,2.08241662,4.422869247
11/1/23,202311,Unemploymentrate,3.1,2.142034635,2.03655431,4.162234088
12/1/23,202312,Unemploymentrate,2.9,2.165351315,2.03736302,4.181440749
1/1/24,202401,Unemploymentrate,3.2,2.175755246,2.04595405,4.042809618
2/1/24,202402,Unemploymentrate,3.6,2.122811834,2.03567058,4.140270667
3/1/24,202403,Unemploymentrate,3.5,2.125661921,2.05693527,4.21916631
