date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,ShorttermIR,-0.45,-0.538946724,-0.295714449,1.226702918
5/1/22,202205,ShorttermIR,-0.39,-0.572225191,-0.09540296,1.176454065
6/1/22,202206,ShorttermIR,-0.24,-0.603960538,0.047595551,1.061626764
7/1/22,202207,ShorttermIR,0.04,-0.619737581,0.133765262,0.955440215
8/1/22,202208,ShorttermIR,0.39,-0.630429588,0.213256314,0.953415497
9/1/22,202209,ShorttermIR,1.01,-0.644685689,0.237436395,1.069265692
10/1/22,202210,ShorttermIR,1.43,-0.661888357,0.247154425,0.91391469
11/1/22,202211,ShorttermIR,1.83,-0.682594182,0.226010372,0.913730639
12/1/22,202212,ShorttermIR,2.06,-0.686985186,0.218357799,0.847498545
1/1/23,202301,ShorttermIR,2.34,-0.692544358,0.212163043,0.865315761
2/1/23,202302,ShorttermIR,2.64,-0.690164408,0.208664638,0.870776849
3/1/23,202303,ShorttermIR,2.91,-0.696252415,0.202690152,0.902688832
4/1/23,202304,ShorttermIR,3.17,-0.691341425,0.199528673,0.643783116
5/1/23,202305,ShorttermIR,3.37,-0.687503864,0.185199301,0.804984907
6/1/23,202306,ShorttermIR,3.54,-0.689193505,0.160193583,0.814364938
7/1/23,202307,ShorttermIR,3.67,-0.691334691,0.126936074,0.649468334
8/1/23,202308,ShorttermIR,3.78,-0.689266237,0.107418599,0.722720018
9/1/23,202309,ShorttermIR,3.88,-0.696669875,0.085431628,0.638083245
10/1/23,202310,ShorttermIR,3.97,-0.698218769,0.060600028,0.625742619
11/1/23,202311,ShorttermIR,3.97,-0.694027795,0.038325287,0.749291072
12/1/23,202312,ShorttermIR,3.93,-0.715914096,-0.010247422,0.582188038
1/1/24,202401,ShorttermIR,3.93,-0.740286239,-0.06618922,0.614183234
2/1/24,202402,ShorttermIR,3.92,-0.754399109,-0.095283285,0.541151628
3/1/24,202403,ShorttermIR,3.92,-0.789894314,-0.139081597,0.456102319
