date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,OilpriceGlobalWTI,101.99,108.1324266,110.5069778,76.29577432
5/1/22,202205,OilpriceGlobalWTI,109.71,104.4682103,107.792613,69.03331141
6/1/22,202206,OilpriceGlobalWTI,114.68,99.37389583,104.1942342,69.8923611
7/1/22,202207,OilpriceGlobalWTI,101.92,95.35989399,101.9759863,67.42648508
8/1/22,202208,OilpriceGlobalWTI,93.69,91.30683781,100.0330998,66.00814243
9/1/22,202209,OilpriceGlobalWTI,84.4,89.41541551,99.63728202,66.31778084
10/1/22,202210,OilpriceGlobalWTI,87.29,86.3372243,98.17355596,58.5789122
11/1/22,202211,OilpriceGlobalWTI,84.08,85.32605775,98.1644776,62.40556157
12/1/22,202212,OilpriceGlobalWTI,76.58,84.0557512,98.04942324,57.54091201
1/1/23,202301,OilpriceGlobalWTI,78.25,82.28952048,97.18032868,58.13588382
2/1/23,202302,OilpriceGlobalWTI,77.03,80.70644228,96.26880311,59.19887891
3/1/23,202303,OilpriceGlobalWTI,73.35,78.4179007,94.52693965,62.61990379
4/1/23,202304,OilpriceGlobalWTI,79.13,76.68326618,93.15844569,68.21939959
5/1/23,202305,OilpriceGlobalWTI,71.67,76.18419484,92.80557601,66.52888815
6/1/23,202306,OilpriceGlobalWTI,70.31,75.73515655,92.53938506,65.31657858
7/1/23,202307,OilpriceGlobalWTI,75.77,76.63702953,93.35684519,63.98733896
8/1/23,202308,OilpriceGlobalWTI,81.37,77.01556233,93.82309965,64.33390846
9/1/23,202309,OilpriceGlobalWTI,89.24,76.57464935,93.55031806,69.87847217
10/1/23,202310,OilpriceGlobalWTI,85.47,76.76314804,93.62910999,69.95904205
11/1/23,202311,OilpriceGlobalWTI,77.58,77.85119885,94.51665726,69.85590568
12/1/23,202312,OilpriceGlobalWTI,72.02,79.10863233,95.81605937,65.05162838
1/1/24,202401,OilpriceGlobalWTI,74,79.34499669,96.43781083,65.59537185
2/1/24,202402,OilpriceGlobalWTI,77.36,78.16662251,95.84124748,67.57791877
3/1/24,202403,OilpriceGlobalWTI,81.41,76.95352969,95.05389777,69.61404582
