date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,ShorttermIR,5.03,4.919479093,4.914117459,3.569549858
5/1/23,202305,ShorttermIR,5.15,4.907829844,4.83463721,3.183982288
6/1/23,202306,ShorttermIR,5.22,4.905529043,4.74122525,2.900893102
7/1/23,202307,ShorttermIR,5.35,4.878913236,4.670284562,2.946428078
8/1/23,202308,ShorttermIR,5.44,4.892017765,4.625143322,2.972950535
9/1/23,202309,ShorttermIR,5.49,4.878637118,4.586394291,3.114788813
10/1/23,202310,ShorttermIR,5.46,4.815919283,4.514961545,3.319332051
11/1/23,202311,ShorttermIR,5.41,4.75820819,4.427578214,2.976725418
12/1/23,202312,ShorttermIR,5.32,4.729358816,4.356617717,3.070332813
1/1/24,202401,ShorttermIR,5.26,4.571559655,4.194496981,2.990449413
2/1/24,202402,ShorttermIR,5.22,4.570136966,4.111030468,2.963025109
3/1/24,202403,ShorttermIR,5.29,4.491268597,4.022729834,2.817442597
