date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,OilpriceGlobalWTI,101.99,104.6951227,111.3484129,78.54474646
5/1/22,202205,OilpriceGlobalWTI,109.71,101.6139758,109.7200664,76.65360196
6/1/22,202206,OilpriceGlobalWTI,114.68,98.08998754,107.1085099,77.56450775
7/1/22,202207,OilpriceGlobalWTI,101.92,96.37446406,105.6474914,78.98683341
8/1/22,202208,OilpriceGlobalWTI,93.69,94.23625267,104.3726007,70.67851342
9/1/22,202209,OilpriceGlobalWTI,84.4,93.68085602,104.469405,62.12892865
10/1/22,202210,OilpriceGlobalWTI,87.29,91.01494053,103.6961928,68.42128346
11/1/22,202211,OilpriceGlobalWTI,84.08,90.4941099,103.8614463,65.9032319
12/1/22,202212,OilpriceGlobalWTI,76.58,89.43679079,103.9573595,59.32182586
1/1/23,202301,OilpriceGlobalWTI,78.25,87.6776884,103.2369303,57.2269245
2/1/23,202302,OilpriceGlobalWTI,77.03,86.49706675,102.6426888,51.75258234
3/1/23,202303,OilpriceGlobalWTI,73.35,84.41861505,101.7369851,46.65791693
4/1/23,202304,OilpriceGlobalWTI,79.13,83.18259273,101.1826665,41.53183011
5/1/23,202305,OilpriceGlobalWTI,71.67,82.61864048,101.6829652,41.82813932
6/1/23,202306,OilpriceGlobalWTI,70.31,81.67767989,102.0797385,44.29877755
7/1/23,202307,OilpriceGlobalWTI,75.77,81.77172966,103.1226416,47.39330565
8/1/23,202308,OilpriceGlobalWTI,81.37,81.19912202,103.9058015,51.66631132
9/1/23,202309,OilpriceGlobalWTI,89.24,80.58828662,103.9171243,56.02003701
10/1/23,202310,OilpriceGlobalWTI,85.47,80.51420446,104.0956228,54.33943295
11/1/23,202311,OilpriceGlobalWTI,77.58,81.1954572,105.3229304,51.61365159
12/1/23,202312,OilpriceGlobalWTI,72.02,81.44432678,106.9220891,46.72872749
1/1/24,202401,OilpriceGlobalWTI,74,81.05101943,107.9255672,49.50227277
2/1/24,202402,OilpriceGlobalWTI,77.36,80.62187175,108.3868825,51.43906132
3/1/24,202403,OilpriceGlobalWTI,81.41,80.60322788,108.8642158,55.67736971
