date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,RealbroadEER,97.03,96.07047032,96.21238914,98.75962395
5/1/23,202305,RealbroadEER,96.77,96.07172205,96.26860319,99.09323524
6/1/23,202306,RealbroadEER,97.13,96.05717153,96.27469365,99.7066748
7/1/23,202307,RealbroadEER,97.61,96.13552835,96.38932302,100.0309294
8/1/23,202308,RealbroadEER,98.07,96.13898494,96.40947735,100.8382535
9/1/23,202309,RealbroadEER,96.97,96.18824935,96.49123161,100.711495
10/1/23,202310,RealbroadEER,96.8,96.34832556,96.72027738,100.2872799
11/1/23,202311,RealbroadEER,97.25,96.52981545,96.9382802,101.4128156
12/1/23,202312,RealbroadEER,97.13,96.62556355,97.07533708,102.0849482
1/1/24,202401,RealbroadEER,96.85,97.08178819,97.57547928,102.7668881
2/1/24,202402,RealbroadEER,96.94,97.06333423,97.65099629,103.8478701
3/1/24,202403,RealbroadEER,97.23,97.25975479,97.87192091,105.0531156
