date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/23,202304,ShorttermIR,3.17,2.938701376,2.969952072,2.190270203
5/1/23,202305,ShorttermIR,3.37,2.967269325,2.964752236,1.928216891
6/1/23,202306,ShorttermIR,3.54,3.001154522,2.951117951,1.943850588
7/1/23,202307,ShorttermIR,3.67,3.043798862,2.951223586,1.898732999
8/1/23,202308,ShorttermIR,3.78,3.097555234,2.937492161,1.932687602
9/1/23,202309,ShorttermIR,3.88,3.141987635,2.919318043,2.121801783
10/1/23,202310,ShorttermIR,3.97,3.174199994,2.895024353,2.574897768
11/1/23,202311,ShorttermIR,3.97,3.220219679,2.871417553,2.558157931
12/1/23,202312,ShorttermIR,3.93,3.268193328,2.855531553,2.332733446
1/1/24,202401,ShorttermIR,3.93,3.303988342,2.816119403,2.125181403
2/1/24,202402,ShorttermIR,3.92,3.347110227,2.782839621,2.076757854
3/1/24,202403,ShorttermIR,3.92,3.384666345,2.76905501,2.008751294
