date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,ShorttermIR,-0.02,-0.022248004,-0.022951439,-0.008159584
5/1/22,202205,ShorttermIR,-0.03,-0.024313237,-0.021529484,-0.003402031
6/1/22,202206,ShorttermIR,-0.04,-0.028861096,-0.031323364,-0.001379663
7/1/22,202207,ShorttermIR,-0.01,-0.03125257,-0.045352572,-0.008611079
8/1/22,202208,ShorttermIR,-0.04,-0.03641791,-0.060321233,0.008347595
9/1/22,202209,ShorttermIR,-0.07,-0.032860829,-0.067514553,-0.026885112
10/1/22,202210,ShorttermIR,-0.06,-0.037317559,-0.075525253,-0.00750751
11/1/22,202211,ShorttermIR,-0.08,-0.032039137,-0.079951289,-0.015970214
12/1/22,202212,ShorttermIR,-0.02,-0.032961824,-0.086186707,-0.04364361
1/1/23,202301,ShorttermIR,-0.01,-0.038095406,-0.096737576,-0.033758645
2/1/23,202302,ShorttermIR,-0.01,-0.043601039,-0.108537763,-0.015608344
3/1/23,202303,ShorttermIR,-0.03,-0.052344795,-0.119307331,-0.000868551
4/1/23,202304,ShorttermIR,-0.07,-0.059693705,-0.132878213,-0.014850763
5/1/23,202305,ShorttermIR,-0.07,-0.061804388,-0.137951576,-0.005570703
6/1/23,202306,ShorttermIR,-0.08,-0.06438727,-0.14298309,-0.015986058
7/1/23,202307,ShorttermIR,-0.06,-0.062158042,-0.143495496,-0.023622791
8/1/23,202308,ShorttermIR,-0.06,-0.063896493,-0.145086895,-0.013129706
9/1/23,202309,ShorttermIR,-0.06,-0.067560507,-0.151350974,-0.024761933
10/1/23,202310,ShorttermIR,-0.02,-0.068895082,-0.159087215,-0.017574677
11/1/23,202311,ShorttermIR,-0.02,-0.066683947,-0.161932636,-0.021963825
12/1/23,202312,ShorttermIR,-0.04,-0.059419529,-0.155687387,-0.027700726
1/1/24,202401,ShorttermIR,-0.01,-0.05487177,-0.152040004,-0.028355626
2/1/24,202402,ShorttermIR,-0.01,-0.056696254,-0.152667114,-0.021399374
3/1/24,202403,ShorttermIR,0.07,-0.053302152,-0.151849312,-0.02411227
