date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,CPIinflationrate,8.26,8.426655442,9.01453826,2.961817666
5/1/22,202205,CPIinflationrate,8.58,8.310866572,9.12964668,2.111696688
6/1/22,202206,CPIinflationrate,9.06,8.152070002,9.024511733,2.063213077
7/1/22,202207,CPIinflationrate,8.52,8.082250597,8.930794311,1.881059111
8/1/22,202208,CPIinflationrate,8.26,7.98834216,8.891594519,2.223168476
9/1/22,202209,CPIinflationrate,8.2,7.983835463,8.932440858,1.791254187
10/1/22,202210,CPIinflationrate,7.75,7.896249765,8.987421542,2.326384305
11/1/22,202211,CPIinflationrate,7.11,7.915977431,9.075090332,1.725686468
12/1/22,202212,CPIinflationrate,6.45,7.913400039,9.189768059,1.868213324
1/1/23,202301,CPIinflationrate,6.41,7.857200867,9.258238965,1.225464336
2/1/23,202302,CPIinflationrate,6.04,7.814303798,9.278116824,1.157376807
3/1/23,202303,CPIinflationrate,4.98,7.716357626,9.241274392,1.279499935
4/1/23,202304,CPIinflationrate,4.93,7.653796741,9.175292027,1.054092514
5/1/23,202305,CPIinflationrate,4.05,7.648512878,9.153214914,1.477403592
6/1/23,202306,CPIinflationrate,2.97,7.624202187,9.167416753,2.085849494
7/1/23,202307,CPIinflationrate,3.18,7.664500828,9.238691156,1.998638622
8/1/23,202308,CPIinflationrate,3.67,7.661905028,9.315292727,1.998676637
9/1/23,202309,CPIinflationrate,3.7,7.628254214,9.362959582,1.976206005
10/1/23,202310,CPIinflationrate,3.24,7.62412854,9.397790442,2.169171255
11/1/23,202311,CPIinflationrate,3.14,7.679333673,9.479562513,2.406884156
12/1/23,202312,CPIinflationrate,3.35,7.720396925,9.608633507,2.178188468
1/1/24,202401,CPIinflationrate,3.09,7.709190122,9.714882276,2.562818297
2/1/24,202402,CPIinflationrate,3.15,7.650355626,9.742345142,3.235656479
3/1/24,202403,CPIinflationrate,3.48,7.59615409,9.729359363,3.342323388
