date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,RealbroadEER,79.3,86.00657256,84.76784719,99.3344992
5/1/22,202205,RealbroadEER,79.44,87.57725201,86.05215535,99.84663452
6/1/22,202206,RealbroadEER,75.97,89.43602562,87.91320627,100.0640679
7/1/22,202207,RealbroadEER,75.7,90.1245921,88.92337949,98.29356632
8/1/22,202208,RealbroadEER,77.01,91.02867956,89.84471426,97.54415614
9/1/22,202209,RealbroadEER,74.55,90.93164067,89.8572561,101.6410395
10/1/22,202210,RealbroadEER,73.71,92.1692002,90.62988145,102.9127165
11/1/22,202211,RealbroadEER,75.2,92.05084513,90.58502766,103.5541076
12/1/22,202212,RealbroadEER,77.67,92.18869259,90.54784554,103.7384522
1/1/23,202301,RealbroadEER,78.95,92.78911074,90.89635842,104.5669896
2/1/23,202302,RealbroadEER,77.16,93.03061284,91.03599616,103.7677787
3/1/23,202303,RealbroadEER,77.49,93.98103246,91.62847145,105.1308951
4/1/23,202304,RealbroadEER,77.54,94.293657,91.84019468,105.3703343
5/1/23,202305,RealbroadEER,76.04,94.17287712,91.58632804,103.3880762
6/1/23,202306,RealbroadEER,74.34,94.30509522,91.39775253,100.8998372
7/1/23,202307,RealbroadEER,74.37,93.7677631,90.69976609,97.2162947
8/1/23,202308,RealbroadEER,73.08,93.636532,90.19293202,97.7322333
9/1/23,202309,RealbroadEER,72.33,93.68383562,89.96641412,95.7017101
10/1/23,202310,RealbroadEER,72.5,93.26850474,89.47105454,97.03239403
11/1/23,202311,RealbroadEER,71.44,92.32764361,88.43166145,96.46553065
12/1/23,202312,RealbroadEER,73.4,91.83767822,87.52018717,96.34340758
1/1/24,202401,RealbroadEER,72.58,91.76400145,86.96027204,96.16548255
2/1/24,202402,RealbroadEER,70.72,91.81496761,86.65730482,94.6195817
3/1/24,202403,RealbroadEER,70.81,91.74258203,86.39909029,95.95760019
