date,date_year,variable,test_data,SZBVARx,VARx,CatBoost
4/1/22,202204,Unemploymentrate,8.2,8.49496157,8.813543898,8.619386027
5/1/22,202205,Unemploymentrate,7.8,8.495611138,8.727460889,8.992091595
6/1/22,202206,Unemploymentrate,7.8,8.493038834,8.330580504,9.367480196
7/1/22,202207,Unemploymentrate,7.4,8.503037041,8.001366521,9.432747641
8/1/22,202208,Unemploymentrate,7.7,8.505377365,8.239184977,9.680017251
9/1/22,202209,Unemploymentrate,7.9,8.530454485,8.482066364,9.839239276
10/1/22,202210,Unemploymentrate,8.1,8.536752034,8.632939832,9.935456543
11/1/22,202211,Unemploymentrate,7.8,8.566001414,8.662202721,9.538027236
12/1/22,202212,Unemploymentrate,7.9,8.579293998,8.780607909,9.976196665
1/1/23,202301,Unemploymentrate,8.4,8.584841338,8.885636776,10.4777281
2/1/23,202302,Unemploymentrate,8.3,8.588051832,8.926436188,10.65199984
3/1/23,202303,Unemploymentrate,8.2,8.584434686,8.910170696,10.69325695
4/1/23,202304,Unemploymentrate,8,8.584911765,8.954702007,10.69192376
5/1/23,202305,Unemploymentrate,7.5,8.592979028,8.97665342,11.13126947
6/1/23,202306,Unemploymentrate,7,8.598555789,8.999467262,10.76092837
7/1/23,202307,Unemploymentrate,7.5,8.619131069,9.079670388,10.30663177
8/1/23,202308,Unemploymentrate,6.9,8.63098375,9.170417203,10.62253405
9/1/23,202309,Unemploymentrate,7.5,8.639580787,9.242136083,11.09728465
10/1/23,202310,Unemploymentrate,8.1,8.653492615,9.30273547,10.98903391
11/1/23,202311,Unemploymentrate,7.6,8.677550173,9.310220541,10.61204636
12/1/23,202312,Unemploymentrate,7,8.706379772,9.300526842,10.91750318
1/1/24,202401,Unemploymentrate,7.6,8.726067532,9.28372072,11.08688574
2/1/24,202402,Unemploymentrate,8.1,8.731308893,9.130288429,10.86443036
3/1/24,202403,Unemploymentrate,7.4,8.749454683,8.967888936,10.92164602
